"scientific_name","full_name","species_group","mobility","flag","comment","quantity","use_method_cov","run_initiated","run_completed","run_time","models","num_presence","num_absence","run_name","observation_methods","method_predict_to","mean_TSS_ensemble","mean_TSS_all_submodels","metric_select_and_weight","metric_binary","short_name","output_repo","kept_algos","n_kept_algos"
"Arnoglossus.laterna","Arnoglossus laterna","fish","mobile","green","",1477,TRUE,1,1,1.4797466877434,"RFd, XGBOOST, GAM",1404,64478,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.930102798848494,0.9112,"TSS","TSS","Arnoglossus.laterna","fish","RFd,XGBOOST,GAM",3
"Belone.belone","Belone belone","fish","mobile","green","",190,TRUE,1,1,1.44074958443642,"RFd, XGBOOST, GAM",189,65693,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.88125908805044,0.752066666666667,"TSS","TSS","Belone.belone","fish","RFd,XGBOOST,GAM",3
"Blicca.bjoerkna","Blicca bjoerkna","fish","mobile","green","",6302,TRUE,1,1,1.6212221300602,"RFd, XGBOOST, GAM",6289,59593,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.895457080390676,0.856933333333333,"TSS","TSS","Blicca.bjoerkna","fish","RFd,XGBOOST,GAM",3
"Buglossidium.luteum","Buglossidium luteum","fish","mobile","green","",473,TRUE,1,1,1.24687463005384,"RFd, XGBOOST, GAM",374,65508,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.938232534473108,0.858533333333333,"TSS","TSS","Buglossidium.luteum","fish","RFd,XGBOOST,GAM",3
"Callionymus.lyra","Callionymus lyra","fish","mobile","green","",1688,TRUE,1,1,1.54070862776703,"RFd, XGBOOST, GAM",1459,64423,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.925108042164352,0.904333333333333,"TSS","TSS","Callionymus.lyra","fish","RFd,XGBOOST,GAM",3
"Callionymus.maculatus","Callionymus maculatus","fish","mobile","green","",1290,TRUE,1,1,1.41144898977545,"RFd, XGBOOST, GAM",1206,64676,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.942959932121508,0.921266666666667,"TSS","TSS","Callionymus.maculatus","fish","RFd,XGBOOST,GAM",3
"Carassius.carassius","Carassius carassius","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",139,TRUE,1,1,1.31181131164233,"RFd, XGBOOST, GAM",137,65745,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.917697163282379,0.714866666666667,"TSS","TSS","Carassius.carassius","fish","RFd,XGBOOST,GAM",3
"Centrolabrus.exoletus","Centrolabrus exoletus","fish","mobile","red","Dramatically overestimates in the Baltic Proper and Gulf of Bothnia where it does not occur. This is caused by overprediction in the GAM models.",157,TRUE,1,1,1.23903979579608,"RFd, XGBOOST, GAM",157,65725,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.885335525589271,0.8114,"TSS","TSS","Centrolabrus.exoletus","fish","RFd,XGBOOST,GAM",3
"Chelidonichthys.lucerna","Chelidonichthys lucerna","fish","mobile","green","",414,TRUE,1,1,1.26852114419142,"RFd, XGBOOST, GAM",341,65541,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.935183722558294,0.832466666666667,"TSS","TSS","Chelidonichthys.lucerna","fish","RFd,XGBOOST,GAM",3
"Ciliata.mustela","Ciliata mustela","fish","mobile","green","",910,TRUE,1,1,1.37286462022199,"RFd, XGBOOST, GAM",907,64975,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.810691489927065,0.786066666666667,"TSS","TSS","Ciliata.mustela","fish","RFd,XGBOOST,GAM",3
"Clupea.harengus","Clupea harengus","fish","mobile","green","",32320,TRUE,1,1,3.06523164305422,"RFd, XGBOOST, GAM",31926,33956,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.790276074776291,0.7116,"TSS","TSS","Clupea.harengus","fish","RFd,XGBOOST,GAM",3
"Coregonus.albula","Coregonus albula","fish","mobile","green","",993,TRUE,1,1,1.28672537167867,"RFd, XGBOOST, GAM",992,64890,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.953449894226593,0.922733333333333,"TSS","TSS","Coregonus.albula","fish","RFd,XGBOOST,GAM",3
"Coregonus.maraena","Coregonus maraena","fish","mobile","yellow","",4560,FALSE,1,1,1.54852309697204,"RFd, XGBOOST, GAM",4557,61325,"run3_fish",NA,NA,0.804696791446483,0.7298,"TSS","TSS","Coregonus.maraena","fish","RFd,XGBOOST,GAM",3
"Cottus.gobio","Cottus gobio","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",131,TRUE,1,1,1.26986494640509,"RFd, XGBOOST, GAM",131,65751,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.851681778297748,0.6734,"TSS","TSS","Cottus.gobio","fish","RFd,XGBOOST,GAM",3
"Ctenolabrus.rupestris","Ctenolabrus rupestris","fish","mobile","green","",9518,TRUE,1,1,1.6823466075129,"RFd, XGBOOST, GAM",9517,56365,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.802794739396338,0.788333333333333,"TSS","TSS","Ctenolabrus.rupestris","fish","RFd,XGBOOST,GAM",3
"Cyclopterus.lumpus","Cyclopterus lumpus","fish","mobile","green","",2289,TRUE,1,1,1.91120818919606,"RFd, XGBOOST, GAM",2208,63674,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.77742243114515,0.688933333333333,"TSS","TSS","Cyclopterus.lumpus","fish","RFd,XGBOOST,GAM",3
"Enchelyopus.cimbrius","Enchelyopus cimbrius","fish","mobile","green","",2730,TRUE,1,1,1.69007906357447,"RFd, XGBOOST, GAM",2599,63283,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.854395682535052,0.811933333333333,"TSS","TSS","Enchelyopus.cimbrius","fish","RFd,XGBOOST,GAM",3
"Engraulis.encrasicolus","Engraulis encrasicolus","fish","mobile","green","",1945,TRUE,1,1,1.65025172995196,"RFd, XGBOOST, GAM",1851,64031,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.839955510719215,0.774533333333333,"TSS","TSS","Engraulis.encrasicolus","fish","RFd,XGBOOST,GAM",3
"Entelurus.aequoreus","Entelurus aequoreus","fish","mobile","green","",197,TRUE,1,1,1.31356450359027,"RFd, XGBOOST, GAM",155,65727,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.794852452177327,0.5866,"TSS","TSS","Entelurus.aequoreus","fish","RFd,XGBOOST,GAM",3
"Esox.lucius","Esox lucius","fish","mobile","green","",981,TRUE,1,1,1.56867640190654,"RFd, XGBOOST, GAM",975,64907,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.797204908949767,0.701133333333333,"TSS","TSS","Esox.lucius","fish","RFd,XGBOOST,GAM",3
"Eutrigla.gurnardus","Eutrigla gurnardus","fish","mobile","green","",3377,TRUE,1,1,1.56571986781226,"RFd, XGBOOST, GAM",3066,62816,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.939976255398728,0.925466666666667,"TSS","TSS","Eutrigla.gurnardus","fish","RFd,XGBOOST,GAM",3
"Gadus.morhua","Gadus morhua","fish","mobile","green","",28145,TRUE,1,1,2.73466493109862,"RFd, XGBOOST, GAM",27817,38065,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.70523209552031,0.6682,"TSS","TSS","Gadus.morhua","fish","RFd,XGBOOST,GAM",3
"Gasterosteus.aculeatus","Gasterosteus aculeatus","fish","mobile","green","",6838,TRUE,1,1,2.37311175107956,"RFd, XGBOOST, GAM",6737,59145,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.79117178516955,0.6652,"TSS","TSS","Gasterosteus.aculeatus","fish","RFd,XGBOOST,GAM",3
"Glyptocephalus.cynoglossus","Glyptocephalus cynoglossus","fish","mobile","green","",1056,TRUE,1,1,1.35478354579873,"RFd, XGBOOST, GAM",938,64944,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.946944059048327,0.923333333333333,"TSS","TSS","Glyptocephalus.cynoglossu","fish","RFd,XGBOOST,GAM",3
"Gobius.niger","Gobius niger","fish","mobile","red","Underestimates the distribution in the Baltic.",6764,FALSE,1,1,1.8987145433161,"RFd, XGBOOST, GAM",6763,59119,"run3_fish",NA,NA,0.602530974119558,0.5178,"TSS","TSS","Gobius.niger","fish","RFd,XGBOOST,GAM",3
"Gymnocephalus.cernua","Gymnocephalus cernua","fish","mobile","green","",14242,TRUE,1,1,1.9561704700523,"RFd, XGBOOST, GAM",14219,51663,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.887627292455194,0.8686,"TSS","TSS","Gymnocephalus.cernua","fish","RFd,XGBOOST,GAM",3
"Hippoglossoides.platessoides","Hippoglossoides platessoides","fish","mobile","green","",4000,TRUE,1,1,1.58532915082243,"RFd, XGBOOST, GAM",3736,62146,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.964129363216806,0.951866666666667,"TSS","TSS","Hippoglossoides.platessoi","fish","RFd,XGBOOST,GAM",3
"Hyperoplus.immaculatus","Hyperoplus immaculatus","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",103,TRUE,1,1,0.913993679417504,"RFd, XGBOOST, GAM",103,65779,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.915622783014087,0.776133333333333,"TSS","TSS","Hyperoplus.immaculatus","fish","RFd,XGBOOST,GAM",3
"Hyperoplus.lanceolatus","Hyperoplus lanceolatus","fish","mobile","green","",2073,TRUE,1,1,1.97431886805428,"RFd, XGBOOST, GAM",1912,63970,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.7958999105438,0.691066666666667,"TSS","TSS","Hyperoplus.lanceolatus","fish","RFd,XGBOOST,GAM",3
"Labrus.bergylta","Labrus bergylta","fish","mobile","green","",418,TRUE,1,1,1.34385756525728,"RFd, XGBOOST, GAM",418,65464,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.71525806228700906,0.610466666666667,"TSS","TSS","Labrus.bergylta","fish","RFd,XGBOOST,GAM",3
"Lampetra.fluviatilis","Lampetra fluviatilis","fish","mobile","yellow","Underestimated in Kattegat and Skagerrak.",257,TRUE,1,1,1.36970612916682,"RFd, XGBOOST, GAM",256,65626,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.90029893557423,0.769933333333333,"TSS","TSS","Lampetra.fluviatilis","fish","RFd,XGBOOST,GAM",3
"Lepidorhombus.whiffiagonis","Lepidorhombus whiffiagonis","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",146,TRUE,1,1,1.13614920198917,"RFd, XGBOOST, GAM",145,65737,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.953378114320036,0.760533333333333,"TSS","TSS","Lepidorhombus.whiffiagoni","fish","RFd,XGBOOST,GAM",3
"Leptoclinus.maculatus","Leptoclinus maculatus","fish","mobile","red","Overestimates in the Baltic. Low number of positive cases (presences) in model training data.",100,TRUE,1,1,0.974862781961759,"RFd, XGBOOST, GAM",100,65782,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.957251444207966,0.763733333333333,"TSS","TSS","Leptoclinus.maculatus","fish","RFd,XGBOOST,GAM",3
"Lesueurigobius.friesii","Lesueurigobius friesii","fish","mobile","green","",199,TRUE,1,1,1.14828047805362,"RFd, XGBOOST, GAM",196,65686,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.958681586359138,0.863133333333333,"TSS","TSS","Lesueurigobius.friesii","fish","RFd,XGBOOST,GAM",3
"Leuciscus.idus","Leuciscus idus","fish","mobile","green","",1209,TRUE,1,1,1.56276647554504,"RFd, XGBOOST, GAM",1206,64676,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.821616220265066,0.721666666666667,"TSS","TSS","Leuciscus.idus","fish","RFd,XGBOOST,GAM",3
"Leuciscus.leuciscus","Leuciscus leuciscus","fish","mobile","green","",677,TRUE,1,1,1.20837689803706,"RFd, XGBOOST, GAM",657,65225,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.953973766673786,0.901466666666667,"TSS","TSS","Leuciscus.leuciscus","fish","RFd,XGBOOST,GAM",3
"Limanda.limanda","Limanda limanda","fish","mobile","green","",7804,TRUE,1,1,1.80426919301351,"RFd, XGBOOST, GAM",7468,58414,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.929384805048033,0.908533333333333,"TSS","TSS","Limanda.limanda","fish","RFd,XGBOOST,GAM",3
"Liparis.liparis","Liparis liparis","fish","mobile","yellow","",173,FALSE,1,1,1.11956121994389,"RFd, XGBOOST, GAM",166,65716,"run3_fish",NA,NA,0.931345410277161,0.7598,"TSS","TSS","Liparis.liparis","fish","RFd,XGBOOST,GAM",3
"Lophius.piscatorius","Lophius piscatorius","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",145,TRUE,1,1,1.03239729000462,"RFd, XGBOOST, GAM",100,65782,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.952024931590149,0.701133333333333,"TSS","TSS","Lophius.piscatorius","fish","RFd,GAM",2
"Lota.lota","Lota lota","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",110,TRUE,1,1,1.2006487269534,"RFd, XGBOOST, GAM",110,65772,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.887128699185868,0.692533333333333,"TSS","TSS","Lota.lota","fish","RFd,XGBOOST,GAM",3
"Lumpenus.lampretaeformis","Lumpenus lampretaeformis","fish","mobile","green","",1775,TRUE,1,1,1.53989682058493,"RFd, XGBOOST, GAM",1715,64167,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.921273938658965,0.8868,"TSS","TSS","Lumpenus.lampretaeformis","fish","RFd,XGBOOST,GAM",3
"Lycodes.vahlii","Lycodes vahlii","fish","mobile","red","Overestimates in the central and northern Baltic.",325,FALSE,1,1,1.02888345857461,"RFd, XGBOOST, GAM",238,65644,"run3_fish",NA,NA,0.955570683220352,0.848066666666667,"TSS","TSS","Lycodes.vahlii","fish","RFd,XGBOOST,GAM",3
"Maurolicus.muelleri","Maurolicus muelleri","fish","mobile","green","",382,TRUE,1,1,1.16346566749944,"RFd, XGBOOST, GAM",302,65580,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.961814577615127,0.893066666666667,"TSS","TSS","Maurolicus.muelleri","fish","RFd,XGBOOST,GAM",3
"Melanogrammus.aeglefinus","Melanogrammus aeglefinus","fish","mobile","green","",2680,TRUE,1,1,1.54404112637043,"RFd, XGBOOST, GAM",2411,63471,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.920400071389953,0.8926,"TSS","TSS","Melanogrammus.aeglefinus","fish","RFd,XGBOOST,GAM",3
"Merlangius.merlangus","Merlangius merlangus","fish","mobile","green","",11642,TRUE,1,1,2.05211165282461,"RFd, XGBOOST, GAM",11267,54615,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.790656371625955,0.757733333333333,"TSS","TSS","Merlangius.merlangus","fish","RFd,XGBOOST,GAM",3
"Merluccius.merluccius","Merluccius merluccius","fish","mobile","red","Overestimates in the Baltic, although with low confidence. Caused by the GAM.",2304,TRUE,1,1,1.42839104361004,"RFd, XGBOOST, GAM",2089,63793,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.953133335658364,0.947133333333333,"TSS","TSS","Merluccius.merluccius","fish","RFd,XGBOOST,GAM",3
"Micromesistius.poutassou","Micromesistius poutassou","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",126,TRUE,1,1,1.11548045025931,"RFd, XGBOOST, GAM",75,65807,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.996671985411443,0.856,"TSS","TSS","Micromesistius.poutassou","fish","RFd,XGBOOST,GAM",3
"Microstomus.kitt","Microstomus kitt","fish","mobile","green","",2238,TRUE,1,1,1.55171304331885,"RFd, XGBOOST, GAM",1948,63934,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.946400691407339,0.931866666666667,"TSS","TSS","Microstomus.kitt","fish","RFd,XGBOOST,GAM",3
"Molva.molva","Molva molva","fish","mobile","yellow","Low number of positive cases (presences) in model training data.",176,TRUE,1,1,1.11191475636429,"RFd, XGBOOST, GAM",139,65743,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.925508729615506,0.6874,"TSS","TSS","Molva.molva","fish","RFd,GAM",2
"Mullus.surmuletus","Mullus surmuletus","fish","mobile","yellow","",565,TRUE,1,1,1.39200452003214,"RFd, XGBOOST, GAM",515,65367,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.910416711535448,0.836666666666667,"TSS","TSS","Mullus.surmuletus","fish","RFd,XGBOOST,GAM",3
"Myoxocephalus.quadricornis","Myoxocephalus quadricornis","fish","mobile","green","",1679,TRUE,1,1,1.58711076524523,"RFd, XGBOOST, GAM",1679,64203,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.894711044607859,0.804666666666667,"TSS","TSS","Myoxocephalus.quadricorni","fish","RFd,XGBOOST,GAM",3
"Myoxocephalus.scorpius","Myoxocephalus scorpius","fish","mobile","green","",16736,TRUE,1,1,2.66978263583448,"RFd, XGBOOST, GAM",16705,49177,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.704575736101831,0.6258,"TSS","TSS","Myoxocephalus.scorpius","fish","RFd,XGBOOST,GAM",3
"Myxine.glutinosa","Myxine glutinosa","fish","mobile","green","",571,TRUE,1,1,1.16249058471786,"RFd, XGBOOST, GAM",459,65423,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.959364190659733,0.909133333333333,"TSS","TSS","Myxine.glutinosa","fish","RFd,XGBOOST,GAM",3
"Neogobius.melanostomus","Neogobius melanostomus","fish","mobile","green","",3048,TRUE,1,1,1.86681117971738,"RFd, XGBOOST, GAM",3021,62861,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.834517154698868,0.745466666666667,"TSS","TSS","Neogobius.melanostomus","fish","RFd,XGBOOST,GAM",3
"Nerophis.ophidion","Nerophis ophidion","fish","mobile","yellow","Underestimates in Kattegat.",683,TRUE,1,1,1.70054465942913,"RFd, XGBOOST, GAM",670,65212,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.754359394562229,0.596,"TSS","TSS","Nerophis.ophidion","fish","RFd,XGBOOST,GAM",3
"Osmerus.eperlanus","Osmerus eperlanus","fish","mobile","green","",7863,TRUE,1,1,2.33066478888194,"RFd, XGBOOST, GAM",7789,58093,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.7926390652467,0.671,"TSS","TSS","Osmerus.eperlanus","fish","RFd,XGBOOST,GAM",3
"Perca.fluviatilis","Perca fluviatilis","fish","mobile","green","",21544,TRUE,1,1,2.16857904526922,"RFd, XGBOOST, GAM",21465,44417,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.918731631403918,0.907333333333333,"TSS","TSS","Perca.fluviatilis","fish","RFd,XGBOOST,GAM",3
"Pholis.gunnellus","Pholis gunnellus","fish","mobile","red","Underestimates in the Baltic and GoB. Probably not caught well with gillnets.",540,TRUE,1,1,1.53587197197808,"RFd, XGBOOST, GAM",532,65350,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.752006467352861,0.631866666666667,"TSS","TSS","Pholis.gunnellus","fish","RFd,XGBOOST,GAM",3
"Phoxinus.phoxinus","Phoxinus phoxinus","fish","mobile","green","",226,TRUE,1,1,1.21255943218867,"RFd, XGBOOST, GAM",225,65657,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.968133424720128,0.8946,"TSS","TSS","Phoxinus.phoxinus","fish","RFd,XGBOOST,GAM",3
"Platichthys.flesus","Platichthys flesus","fish","mobile","green","",24665,TRUE,1,1,3.01471410473188,"RFd, XGBOOST, GAM",24537,41345,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.648743267661562,0.578466666666667,"TSS","TSS","Platichthys.flesus","fish","RFd,XGBOOST,GAM",3
"Pleuronectes.platessa","Pleuronectes platessa","fish","mobile","green","",13722,TRUE,1,1,2.25799878411823,"RFd, XGBOOST, GAM",13372,52510,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.782552769447911,0.737266666666667,"TSS","TSS","Pleuronectes.platessa","fish","RFd,XGBOOST,GAM",3
"Pollachius.pollachius","Pollachius pollachius","fish","mobile","green","",469,TRUE,1,1,1.38613508807288,"RFd, XGBOOST, GAM",443,65439,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.785132963380127,0.700066666666667,"TSS","TSS","Pollachius.pollachius","fish","RFd,XGBOOST,GAM",3
"Pollachius.virens","Pollachius virens","fish","mobile","green","",4347,TRUE,1,1,1.8034121216668,"RFd, XGBOOST, GAM",4205,61677,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.714064297960185,0.663466666666667,"TSS","TSS","Pollachius.virens","fish","RFd,XGBOOST,GAM",3
"Pomatoschistus.minutus","Pomatoschistus minutus","fish","mobile","green","",680,TRUE,1,1,1.61401990195115,"RFd, XGBOOST, GAM",577,65305,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.795365825241426,0.632733333333333,"TSS","TSS","Pomatoschistus.minutus","fish","RFd,XGBOOST,GAM",3
"Pungitius.pungitius","Pungitius pungitius","fish","mobile","green","",1204,TRUE,1,1,1.70170345306396,"RFd, XGBOOST, GAM",1140,64742,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Pelagic_trawl",0.905797278181552,0.8114,"TSS","TSS","Pungitius.pungitius","fish","RFd,XGBOOST,GAM",3
"Rutilus.rutilus","Rutilus rutilus","fish","mobile","green","",16526,TRUE,1,1,2.01829528828462,"RFd, XGBOOST, GAM",16490,49392,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Gillnet",0.90267081315027,0.875866666666667,"TSS","TSS","Rutilus.rutilus","fish","RFd,XGBOOST,GAM",3
